Volumename,nii_path
train_1272_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1272/train_1272a/train_1272_a_1.nii.gz
train_1273_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1273/train_1273a/train_1273_a_1.nii.gz
train_1274_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1274/train_1274a/train_1274_a_1.nii.gz
train_1275_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1275/train_1275a/train_1275_a_1.nii.gz
train_1276_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1276/train_1276a/train_1276_a_1.nii.gz
train_1277_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1277/train_1277a/train_1277_a_1.nii.gz
train_1278_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1278/train_1278a/train_1278_a_1.nii.gz
train_1279_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1279/train_1279a/train_1279_a_1.nii.gz
train_127_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_127/train_127a/train_127_a_1.nii.gz
train_1280_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1280/train_1280a/train_1280_a_1.nii.gz
train_1281_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1281/train_1281a/train_1281_a_1.nii.gz
train_1281_b_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1281/train_1281b/train_1281_b_1.nii.gz
train_1281_c_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1281/train_1281c/train_1281_c_1.nii.gz
train_1282_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1282/train_1282a/train_1282_a_1.nii.gz
train_1283_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1283/train_1283a/train_1283_a_1.nii.gz
train_1284_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1284/train_1284a/train_1284_a_1.nii.gz
train_1285_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1285/train_1285a/train_1285_a_1.nii.gz
train_1285_b_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1285/train_1285b/train_1285_b_1.nii.gz
train_1285_c_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1285/train_1285c/train_1285_c_1.nii.gz
train_1286_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1286/train_1286a/train_1286_a_1.nii.gz
train_1287_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1287/train_1287a/train_1287_a_1.nii.gz
train_1288_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1288/train_1288a/train_1288_a_1.nii.gz
train_1289_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1289/train_1289a/train_1289_a_1.nii.gz
train_128_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_128/train_128a/train_128_a_1.nii.gz
train_1290_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1290/train_1290a/train_1290_a_1.nii.gz
train_1291_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1291/train_1291a/train_1291_a_1.nii.gz
train_1292_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1292/train_1292a/train_1292_a_1.nii.gz
train_1292_b_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1292/train_1292b/train_1292_b_1.nii.gz
train_1292_c_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1292/train_1292c/train_1292_c_1.nii.gz
train_1293_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1293/train_1293a/train_1293_a_1.nii.gz
train_1294_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1294/train_1294a/train_1294_a_1.nii.gz
train_1295_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1295/train_1295a/train_1295_a_1.nii.gz
train_1296_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1296/train_1296a/train_1296_a_1.nii.gz
train_1297_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1297/train_1297a/train_1297_a_1.nii.gz
train_1298_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1298/train_1298a/train_1298_a_1.nii.gz
train_1299_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1299/train_1299a/train_1299_a_1.nii.gz
train_129_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_129/train_129a/train_129_a_1.nii.gz
train_12_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_12/train_12a/train_12_a_1.nii.gz
train_1300_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1300/train_1300a/train_1300_a_1.nii.gz
train_1301_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1301/train_1301a/train_1301_a_1.nii.gz
train_1302_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1302/train_1302a/train_1302_a_1.nii.gz
train_1303_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1303/train_1303a/train_1303_a_1.nii.gz
train_1303_b_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1303/train_1303b/train_1303_b_1.nii.gz
train_1304_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1304/train_1304a/train_1304_a_1.nii.gz
train_1304_b_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1304/train_1304b/train_1304_b_1.nii.gz
train_1305_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1305/train_1305a/train_1305_a_1.nii.gz
train_1306_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1306/train_1306a/train_1306_a_1.nii.gz
train_1307_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1307/train_1307a/train_1307_a_1.nii.gz
train_1308_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1308/train_1308a/train_1308_a_1.nii.gz
train_1309_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1309/train_1309a/train_1309_a_1.nii.gz
train_130_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_130/train_130a/train_130_a_1.nii.gz
train_1310_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1310/train_1310a/train_1310_a_1.nii.gz
train_1310_b_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1310/train_1310b/train_1310_b_1.nii.gz
train_1310_c_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1310/train_1310c/train_1310_c_1.nii.gz
train_1311_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1311/train_1311a/train_1311_a_1.nii.gz
train_1312_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1312/train_1312a/train_1312_a_1.nii.gz
train_1312_b_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1312/train_1312b/train_1312_b_1.nii.gz
train_1313_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1313/train_1313a/train_1313_a_1.nii.gz
train_1313_b_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1313/train_1313b/train_1313_b_1.nii.gz
train_1314_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1314/train_1314a/train_1314_a_1.nii.gz
train_1315_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1315/train_1315a/train_1315_a_1.nii.gz
train_1316_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1316/train_1316a/train_1316_a_1.nii.gz
train_1317_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1317/train_1317a/train_1317_a_1.nii.gz
train_1318_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1318/train_1318a/train_1318_a_1.nii.gz
train_1319_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1319/train_1319a/train_1319_a_1.nii.gz
train_131_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_131/train_131a/train_131_a_1.nii.gz
train_1320_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1320/train_1320a/train_1320_a_1.nii.gz
train_1320_b_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1320/train_1320b/train_1320_b_1.nii.gz
train_1321_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1321/train_1321a/train_1321_a_1.nii.gz
train_1322_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1322/train_1322a/train_1322_a_1.nii.gz
train_1323_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1323/train_1323a/train_1323_a_1.nii.gz
train_1324_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1324/train_1324a/train_1324_a_1.nii.gz
train_1325_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1325/train_1325a/train_1325_a_1.nii.gz
train_1326_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1326/train_1326a/train_1326_a_1.nii.gz
train_1327_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1327/train_1327a/train_1327_a_1.nii.gz
train_1328_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1328/train_1328a/train_1328_a_1.nii.gz
train_1329_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1329/train_1329a/train_1329_a_1.nii.gz
train_1329_b_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1329/train_1329b/train_1329_b_1.nii.gz
train_132_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_132/train_132a/train_132_a_1.nii.gz
train_1330_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1330/train_1330a/train_1330_a_1.nii.gz
train_1331_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1331/train_1331a/train_1331_a_1.nii.gz
train_1331_b_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1331/train_1331b/train_1331_b_1.nii.gz
train_1332_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1332/train_1332a/train_1332_a_1.nii.gz
train_1333_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1333/train_1333a/train_1333_a_1.nii.gz
train_1334_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1334/train_1334a/train_1334_a_1.nii.gz
train_1335_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1335/train_1335a/train_1335_a_1.nii.gz
train_1336_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1336/train_1336a/train_1336_a_1.nii.gz
train_1337_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1337/train_1337a/train_1337_a_1.nii.gz
train_1338_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1338/train_1338a/train_1338_a_1.nii.gz
train_1339_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1339/train_1339a/train_1339_a_1.nii.gz
train_133_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_133/train_133a/train_133_a_1.nii.gz
train_1340_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1340/train_1340a/train_1340_a_1.nii.gz
train_1341_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1341/train_1341a/train_1341_a_1.nii.gz
train_1342_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1342/train_1342a/train_1342_a_1.nii.gz
train_1343_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1343/train_1343a/train_1343_a_1.nii.gz
train_1344_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1344/train_1344a/train_1344_a_1.nii.gz
train_1345_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1345/train_1345a/train_1345_a_1.nii.gz
train_1346_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1346/train_1346a/train_1346_a_1.nii.gz
train_1347_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1347/train_1347a/train_1347_a_1.nii.gz
train_1348_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1348/train_1348a/train_1348_a_1.nii.gz
train_1348_b_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1348/train_1348b/train_1348_b_1.nii.gz
train_1348_c_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1348/train_1348c/train_1348_c_1.nii.gz
train_1348_d_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1348/train_1348d/train_1348_d_1.nii.gz
train_1348_e_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1348/train_1348e/train_1348_e_1.nii.gz
train_1348_f_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1348/train_1348f/train_1348_f_1.nii.gz
train_1348_g_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1348/train_1348g/train_1348_g_1.nii.gz
train_1349_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1349/train_1349a/train_1349_a_1.nii.gz
train_134_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_134/train_134a/train_134_a_1.nii.gz
train_1350_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1350/train_1350a/train_1350_a_1.nii.gz
train_1351_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1351/train_1351a/train_1351_a_1.nii.gz
train_1352_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1352/train_1352a/train_1352_a_1.nii.gz
train_1353_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1353/train_1353a/train_1353_a_1.nii.gz
train_1354_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1354/train_1354a/train_1354_a_1.nii.gz
train_1355_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1355/train_1355a/train_1355_a_1.nii.gz
train_1356_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1356/train_1356a/train_1356_a_1.nii.gz
train_1356_b_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1356/train_1356b/train_1356_b_1.nii.gz
train_1357_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1357/train_1357a/train_1357_a_1.nii.gz
train_1358_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1358/train_1358a/train_1358_a_1.nii.gz
train_1359_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1359/train_1359a/train_1359_a_1.nii.gz
train_135_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_135/train_135a/train_135_a_1.nii.gz
train_1360_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1360/train_1360a/train_1360_a_1.nii.gz
train_1361_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1361/train_1361a/train_1361_a_1.nii.gz
train_1362_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1362/train_1362a/train_1362_a_1.nii.gz
train_1363_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1363/train_1363a/train_1363_a_1.nii.gz
train_1364_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1364/train_1364a/train_1364_a_1.nii.gz
train_1364_b_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1364/train_1364b/train_1364_b_1.nii.gz
train_1364_c_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1364/train_1364c/train_1364_c_1.nii.gz
train_1364_d_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1364/train_1364d/train_1364_d_1.nii.gz
train_1365_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1365/train_1365a/train_1365_a_1.nii.gz
train_1366_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1366/train_1366a/train_1366_a_1.nii.gz
train_1367_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1367/train_1367a/train_1367_a_1.nii.gz
train_1368_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1368/train_1368a/train_1368_a_1.nii.gz
train_1369_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1369/train_1369a/train_1369_a_1.nii.gz
train_1369_b_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1369/train_1369b/train_1369_b_1.nii.gz
train_136_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_136/train_136a/train_136_a_1.nii.gz
train_1370_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1370/train_1370a/train_1370_a_1.nii.gz
train_1371_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1371/train_1371a/train_1371_a_1.nii.gz
train_1372_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1372/train_1372a/train_1372_a_1.nii.gz
train_1373_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1373/train_1373a/train_1373_a_1.nii.gz
train_1374_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1374/train_1374a/train_1374_a_1.nii.gz
train_1375_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1375/train_1375a/train_1375_a_1.nii.gz
train_1376_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1376/train_1376a/train_1376_a_1.nii.gz
train_1377_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1377/train_1377a/train_1377_a_1.nii.gz
train_1378_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1378/train_1378a/train_1378_a_1.nii.gz
train_1378_b_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1378/train_1378b/train_1378_b_1.nii.gz
train_1378_c_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1378/train_1378c/train_1378_c_1.nii.gz
train_1379_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1379/train_1379a/train_1379_a_1.nii.gz
train_137_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_137/train_137a/train_137_a_1.nii.gz
train_1380_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1380/train_1380a/train_1380_a_1.nii.gz
train_1381_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1381/train_1381a/train_1381_a_1.nii.gz
train_1381_b_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1381/train_1381b/train_1381_b_1.nii.gz
train_1381_c_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1381/train_1381c/train_1381_c_1.nii.gz
train_1381_d_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1381/train_1381d/train_1381_d_1.nii.gz
train_1382_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1382/train_1382a/train_1382_a_1.nii.gz
train_1383_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1383/train_1383a/train_1383_a_1.nii.gz
train_1384_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1384/train_1384a/train_1384_a_1.nii.gz
train_1384_b_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1384/train_1384b/train_1384_b_1.nii.gz
train_1384_c_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1384/train_1384c/train_1384_c_1.nii.gz
train_1384_d_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1384/train_1384d/train_1384_d_1.nii.gz
train_1384_e_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1384/train_1384e/train_1384_e_1.nii.gz
train_1384_f_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1384/train_1384f/train_1384_f_1.nii.gz
train_1384_g_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1384/train_1384g/train_1384_g_1.nii.gz
train_1385_a_1.nii.gz,/mnt/hwfile/medai/zhangxiaoman/DATA/CT-RATE/dataset/train_preprocessed/train_1385/train_1385a/train_1385_a_1.nii.gz
